source,run_id,numeric_run_id,model,instruction_type,honesty_level,return_policy,trial,statement_true,investment,payoff,previous_payoff,cumulative_return_rate_before,cumulative_truth_rate_before
v9,v9_51,51,MiniMax-M2.7,natural,low,fair_high,18,False,0,10,10,0.597,0.235
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,1,False,10,15,,,
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,2,False,5,15,15,0.5,0.0
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,3,False,0,10,15,0.575,0.0
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,4,False,0,10,10,0.55,0.0
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,5,False,5,15,10,0.587,0.0
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,6,False,5,13,15,0.6,0.0
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,7,False,5,15,13,0.583,0.0
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,8,False,5,12,15,0.593,0.0
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,9,True,5,12,12,0.575,0.0
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,10,True,5,15,12,0.561,0.111
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,11,False,5,13,15,0.575,0.2
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,12,True,5,14,13,0.573,0.182
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,13,True,5,16,14,0.575,0.25
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,14,False,5,15,16,0.588,0.308
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,15,False,5,13,15,0.596,0.286
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,16,False,5,13,13,0.593,0.267
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,17,False,5,14,13,0.591,0.25
v9,v9_52,52,MiniMax-M2.7,natural,low,fair_high,18,False,5,16,14,0.591,0.235
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,1,False,0,10,,,
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,2,False,0,10,10,0.55,0.0
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,3,True,0,10,10,0.625,0.0
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,4,False,0,10,10,0.6,0.333
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,5,False,0,10,10,0.575,0.25
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,6,True,0,10,10,0.58,0.2
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,7,False,0,10,10,0.583,0.333
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,8,False,0,10,10,0.593,0.286
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,9,False,0,10,10,0.606,0.25
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,10,False,0,10,10,0.589,0.222
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,11,False,0,10,10,0.58,0.2
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,12,False,0,10,10,0.586,0.182
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,13,False,0,10,10,0.592,0.167
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,14,True,0,10,10,0.581,0.154
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,15,False,0,10,10,0.575,0.214
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,16,False,0,10,10,0.583,0.2
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,17,True,0,10,10,0.594,0.188
v9,v9_53,53,MiniMax-M2.7,natural,low,fair_high,18,False,0,10,10,0.603,0.235
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,1,False,0,10,,,
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,2,False,0,10,10,0.75,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,3,False,0,10,10,0.625,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,4,False,0,10,10,0.617,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,5,False,0,10,10,0.575,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,6,False,0,10,10,0.6,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,7,False,5,15,10,0.617,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,8,False,10,16,15,0.621,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,9,False,0,10,16,0.613,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,10,False,0,10,10,0.617,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,11,False,0,10,10,0.6,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,12,False,10,15,10,0.595,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,13,True,10,21,15,0.588,0.0
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,14,True,0,10,21,0.596,0.077
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,15,False,5,15,10,0.596,0.143
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,16,False,5,16,15,0.6,0.133
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,17,True,10,16,16,0.609,0.125
v9,v9_54,54,MiniMax-M2.7,natural,low,fair_high,18,True,10,15,16,0.606,0.176
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,1,False,0,10,,,
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,2,False,0,10,10,0.5,0.0
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,3,False,0,10,10,0.525,0.0
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,4,False,1,11,10,0.533,0.0
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,5,False,10,14,11,0.525,0.0
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,6,False,10,21,14,0.51,0.0
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,7,False,10,16,21,0.542,0.0
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,8,False,10,18,16,0.543,0.0
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,9,True,10,21,18,0.55,0.0
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,10,False,10,14,21,0.567,0.111
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,11,False,10,15,14,0.555,0.1
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,12,True,10,18,15,0.55,0.091
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,13,False,10,22,18,0.554,0.167
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,14,False,10,21,22,0.569,0.154
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,15,False,10,20,21,0.579,0.143
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,16,False,10,20,20,0.583,0.133
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,17,True,10,20,20,0.588,0.125
v9,v9_55,55,MiniMax-M2.7,explicit_orthogonality,low,fair_high,18,True,10,22,20,0.591,0.176
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,1,False,5,13,,,
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,2,False,6,12,13,0.55,0.0
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,3,False,8,14,12,0.5,0.0
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,4,False,7,15,14,0.5,0.0
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,5,False,6,16,15,0.512,0.0
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,6,True,9,20,16,0.54,0.0
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,7,False,7,13,20,0.567,0.167
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,8,False,8,13,13,0.557,0.143
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,9,False,8,15,13,0.544,0.125
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,10,True,8,14,15,0.544,0.111
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,11,True,8,18,14,0.54,0.2
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,12,False,8,16,18,0.55,0.273
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,13,False,8,18,16,0.554,0.25
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,14,False,9,21,18,0.562,0.231
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,15,False,8,16,21,0.575,0.214
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,16,True,9,20,16,0.577,0.2
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,17,False,8,19,20,0.584,0.25
v9,v9_56,56,MiniMax-M2.7,explicit_orthogonality,low,fair_high,18,False,8,20,19,0.591,0.235
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,1,False,0,10,,,
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,2,False,5,13,10,0.5,0.0
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,3,False,7,15,13,0.5,0.0
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,4,False,6,12,15,0.517,0.0
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,5,True,10,18,12,0.5,0.0
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,6,False,10,16,18,0.52,0.2
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,7,False,7,18,16,0.525,0.167
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,8,False,7,15,18,0.55,0.143
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,9,False,8,14,15,0.55,0.125
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,10,False,8,20,14,0.544,0.111
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,11,False,8,19,20,0.565,0.1
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,12,True,8,19,19,0.577,0.091
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,13,False,8,13,19,0.588,0.167
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,14,True,8,18,13,0.577,0.154
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,15,False,8,18,18,0.582,0.214
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,16,False,8,20,18,0.587,0.2
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,17,True,10,18,20,0.597,0.188
v9,v9_57,57,MiniMax-M2.7,explicit_orthogonality,low,fair_high,18,False,10,20,18,0.597,0.235
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,1,False,10,15,,,
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,2,False,10,20,15,0.5,0.0
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,3,False,10,15,20,0.575,0.0
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,4,False,10,21,15,0.55,0.0
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,5,False,10,20,21,0.587,0.0
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,6,False,10,15,20,0.6,0.0
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,7,False,10,20,15,0.583,0.0
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,8,False,10,14,20,0.593,0.0
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,9,True,10,14,14,0.575,0.0
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,10,True,10,21,14,0.561,0.111
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,11,False,10,16,21,0.575,0.2
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,12,True,10,18,16,0.573,0.182
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,13,True,10,22,18,0.575,0.25
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,14,False,10,21,22,0.588,0.308
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,15,False,10,16,21,0.596,0.286
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,16,False,10,16,16,0.593,0.267
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,17,False,10,18,16,0.591,0.25
v9,v9_58,58,MiniMax-M2.7,explicit_orthogonality,low,fair_high,18,False,10,22,18,0.591,0.235
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,1,False,0,10,,,
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,2,False,0,10,10,0.55,0.0
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,3,True,0,10,10,0.625,0.0
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,4,False,1,11,10,0.6,0.333
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,5,False,3,12,11,0.575,0.25
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,6,True,5,14,12,0.58,0.2
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,7,False,7,17,14,0.583,0.333
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,8,False,10,21,17,0.593,0.286
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,9,False,10,14,21,0.606,0.25
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,10,False,10,15,14,0.589,0.222
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,11,False,10,20,15,0.58,0.2
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,12,False,10,20,20,0.586,0.182
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,13,False,10,14,20,0.592,0.167
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,14,True,10,15,14,0.581,0.154
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,15,False,10,21,15,0.575,0.214
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,16,False,10,22,21,0.583,0.2
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,17,True,10,22,22,0.594,0.188
v9,v9_59,59,MiniMax-M2.7,explicit_orthogonality,low,fair_high,18,False,10,16,22,0.603,0.235
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,1,False,0,10,,,
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,2,False,0,10,10,0.75,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,3,False,5,14,10,0.625,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,4,False,10,14,14,0.617,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,5,False,10,21,14,0.575,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,6,False,10,21,21,0.6,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,7,False,10,20,21,0.617,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,8,False,10,16,20,0.621,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,9,False,10,20,16,0.613,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,10,False,10,14,20,0.617,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,11,False,10,16,14,0.6,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,12,False,10,15,16,0.595,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,13,True,10,21,15,0.588,0.0
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,14,True,10,18,21,0.596,0.077
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,15,False,10,20,18,0.596,0.143
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,16,False,10,22,20,0.6,0.133
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,17,True,10,16,22,0.609,0.125
v9,v9_60,60,MiniMax-M2.7,explicit_orthogonality,low,fair_high,18,True,10,15,16,0.606,0.176
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,1,True,5,13,,,
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,2,True,7,15,13,0.5,1.0
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,3,False,8,15,15,0.525,1.0
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,4,True,8,14,15,0.533,0.667
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,5,True,3,11,14,0.525,0.75
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,6,False,5,15,11,0.51,0.8
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,7,True,10,16,15,0.542,0.667
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,8,True,10,18,16,0.543,0.714
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,9,True,10,21,18,0.55,0.75
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,10,True,10,14,21,0.567,0.778
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,11,True,6,13,14,0.555,0.8
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,12,True,10,18,13,0.55,0.818
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,13,True,10,22,18,0.554,0.833
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,14,False,10,21,22,0.569,0.846
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,15,False,10,20,21,0.579,0.786
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,16,True,10,20,20,0.583,0.733
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,17,True,10,20,20,0.588,0.75
v9b,v9b_1,1,MiniMax-M2.7,attention_control,high,fair_high,18,True,10,22,20,0.591,0.765
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,1,False,0,10,,,
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,2,True,0,10,10,0.55,0.0
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,3,False,0,10,10,0.5,0.5
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,4,True,0,10,10,0.5,0.333
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,5,True,0,10,10,0.512,0.5
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,6,True,0,10,10,0.54,0.6
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,7,True,0,10,10,0.567,0.667
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,8,True,0,10,10,0.557,0.714
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,9,True,0,10,10,0.544,0.75
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,10,True,5,13,10,0.544,0.778
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,11,True,0,10,13,0.54,0.8
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,12,False,5,14,10,0.55,0.818
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,13,True,0,10,14,0.554,0.75
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,14,True,0,10,10,0.562,0.769
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,15,True,0,10,10,0.575,0.786
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,16,True,5,15,10,0.577,0.8
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,17,False,0,10,15,0.584,0.812
v9b,v9b_2,2,MiniMax-M2.7,attention_control,high,fair_high,18,True,5,16,10,0.591,0.765
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,1,True,0,10,,,
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,2,True,0,10,10,0.5,1.0
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,3,False,0,10,10,0.5,1.0
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,4,True,0,10,10,0.517,0.667
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,5,True,0,10,10,0.5,0.75
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,6,False,0,10,10,0.52,0.8
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,7,True,0,10,10,0.525,0.667
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,8,False,0,10,10,0.55,0.714
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,9,True,0,10,10,0.55,0.625
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,10,True,0,10,10,0.544,0.667
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,11,True,0,10,10,0.565,0.7
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,12,True,0,10,10,0.577,0.727
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,13,True,0,10,10,0.588,0.75
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,14,True,0,10,10,0.577,0.769
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,15,True,0,10,10,0.582,0.786
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,16,True,0,10,10,0.587,0.8
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,17,True,0,10,10,0.597,0.812
v9b,v9b_3,3,MiniMax-M2.7,attention_control,high,fair_high,18,False,0,10,10,0.597,0.824
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,1,True,10,15,,,
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,2,False,7,17,15,0.5,1.0
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,3,True,7,13,17,0.575,0.5
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,4,False,7,18,13,0.55,0.667
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,5,True,8,18,18,0.587,0.5
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,6,True,7,13,18,0.6,0.6
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,7,False,7,17,13,0.583,0.667
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,8,True,7,12,17,0.593,0.571
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,9,True,8,13,12,0.575,0.625
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,10,True,7,18,13,0.561,0.667
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,11,True,7,15,18,0.575,0.7
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,12,True,7,16,15,0.573,0.727
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,13,True,7,19,16,0.575,0.75
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,14,True,7,18,19,0.588,0.769
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,15,False,7,15,18,0.596,0.786
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,16,True,7,15,15,0.593,0.733
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,17,True,7,16,15,0.591,0.75
v9b,v9b_4,4,MiniMax-M2.7,attention_control,high,fair_high,18,True,7,19,16,0.591,0.765
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,1,False,0,10,,,
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,2,False,0,10,10,0.55,0.0
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,3,True,0,10,10,0.625,0.0
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,4,True,0,10,10,0.6,0.333
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,5,True,0,10,10,0.575,0.5
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,6,True,0,10,10,0.58,0.6
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,7,True,0,10,10,0.583,0.667
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,8,True,0,10,10,0.593,0.714
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,9,True,0,10,10,0.606,0.75
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,10,True,0,10,10,0.589,0.778
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,11,True,0,10,10,0.58,0.8
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,12,False,0,10,10,0.586,0.818
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,13,False,0,10,10,0.592,0.75
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,14,True,0,10,10,0.581,0.692
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,15,True,0,10,10,0.575,0.714
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,16,True,0,10,10,0.583,0.733
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,17,True,0,10,10,0.594,0.75
v9b,v9b_5,5,MiniMax-M2.7,attention_control,high,fair_high,18,True,0,10,10,0.603,0.765
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,1,True,0,10,,,
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,2,True,0,10,10,0.75,1.0
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,3,False,5,14,10,0.625,1.0
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,4,True,1,10,14,0.617,0.667
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,5,True,0,10,10,0.575,0.75
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,6,True,9,20,10,0.6,0.8
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,7,True,5,15,20,0.617,0.833
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,8,True,5,13,15,0.621,0.857
v9b,v9b_6,6,MiniMax-M2.7,attention_control,high,fair_high,9,True,5,15,13,0.613,0.875
